price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,lat,long,sqft_living15,sqft_lot15,sale_year,house_age,age_since_renovation,is_renovated,Total_rooms,Price_per_sqft,Rooms_per_floor,basement_ratio,LivingLot_ratio,cluster
259900.0,3,2.0,1490,7770,1.0,0,0,4,7,1490,0,47.3686,-122.09,1540,7366,2014,24,24,0,5.0,174.4295302013423,5.0,0.0,0.19176319176319176,0
450000.0,4,2.25,2120,8267,2.0,0,0,3,8,2120,0,47.4885,-121.779,2150,7746,2014,18,18,0,6.25,212.26415094339623,3.125,0.0,0.2564412725293335,2
487500.0,4,2.5,2810,6296,2.0,0,0,3,9,2810,0,47.5019,-122.151,2850,6140,2014,1,1,0,6.5,173.48754448398577,3.25,0.0,0.4463151207115629,0
275000.0,4,2.25,2400,17842,2.0,0,0,4,7,2400,0,47.2866,-122.217,1610,12100,2015,42,42,0,6.25,114.58333333333333,3.125,0.0,0.1345140679296043,0
305000.0,3,2.5,2460,5027,2.0,0,0,3,8,2460,0,47.372,-122.102,2740,5000,2014,12,12,0,5.5,123.98373983739837,2.75,0.0,0.4893574696638154,0
395000.0,3,1.75,2030,217800,1.0,0,2,4,8,2030,0,47.2618,-122.12,2570,216057,2014,37,37,0,4.75,194.58128078817734,4.75,0.0,0.009320477502295685,0
215000.0,3,1.0,880,7648,1.0,0,2,4,6,880,0,47.1963,-121.997,1020,7566,2015,75,75,0,4.0,244.3181818181818,4.0,0.0,0.11506276150627615,0
410000.0,3,2.0,1320,6000,1.5,0,0,4,7,1320,0,47.5752,-122.304,1620,4000,2014,94,94,0,5.0,310.6060606060606,3.3333333333333335,0.0,0.22,1
440000.0,4,2.5,2160,7826,1.0,0,0,4,7,1390,770,47.7754,-122.276,2190,9900,2014,38,38,0,6.5,203.7037037037037,6.5,0.35648148148148145,0.2760030667007411,1
1160000.0,4,3.5,4190,15724,2.0,0,2,3,11,4190,0,47.5518,-122.096,3300,10113,2014,20,20,0,7.5,276.8496420047733,3.75,0.0,0.2664716357161028,2
500000.0,4,2.0,2280,7200,1.0,0,0,4,7,2280,0,47.7132,-122.355,1100,7620,2014,58,58,0,6.0,219.2982456140351,6.0,0.0,0.31666666666666665,1
961000.0,5,2.75,2590,6120,2.0,0,0,3,8,2590,0,47.6667,-122.327,1390,3060,2014,105,105,0,7.75,371.04247104247105,3.875,0.0,0.42320261437908496,1
825000.0,4,2.25,2770,9340,2.0,0,0,4,9,2770,0,47.5628,-122.081,3010,9340,2014,35,35,0,6.25,297.83393501805057,3.125,0.0,0.2965738758029979,2
734000.0,3,1.75,2145,3840,1.5,0,0,5,8,2145,0,47.6875,-122.357,1140,3840,2014,104,104,0,4.75,342.1911421911422,3.1666666666666665,0.0,0.55859375,1
490000.0,4,4.25,4480,5715,2.0,0,0,3,7,3680,800,47.373,-122.179,2190,6070,2014,11,11,0,8.25,109.375,4.125,0.17857142857142858,0.7839020122484689,0
175000.0,4,2.5,1780,6000,2.0,0,0,3,7,1780,0,47.3828,-122.302,1630,6000,2014,23,23,0,6.5,98.31460674157303,3.25,0.0,0.2966666666666667,0
190000.0,1,1.0,720,4800,1.0,0,0,3,6,720,0,47.5303,-122.27,1240,4860,2014,100,100,0,2.0,263.8888888888889,2.0,0.0,0.15,1
305000.0,4,2.25,2050,12581,2.0,0,0,4,7,2050,0,47.3215,-122.204,1620,7400,2014,36,36,0,6.25,148.78048780487805,3.125,0.0,0.16294412208886416,0
1300000.0,3,1.0,2040,7936,1.0,0,3,5,8,1680,360,47.7028,-122.385,2300,10080,2015,75,75,0,4.0,637.2549019607843,4.0,0.17647058823529413,0.25705645161290325,1
417000.0,2,1.0,920,6600,1.0,0,0,3,6,920,0,47.5452,-122.27,1510,5944,2014,95,11,1,3.0,453.2608695652174,3.0,0.0,0.1393939393939394,1
275000.0,2,1.0,680,4190,1.0,0,0,2,5,680,0,47.6901,-122.358,1070,4175,2014,108,108,0,3.0,404.4117647058824,3.0,0.0,0.162291169451074,1
661000.0,3,2.5,1940,8196,2.0,0,0,3,8,1940,0,47.6786,-122.151,2070,8514,2014,23,23,0,5.5,340.7216494845361,2.75,0.0,0.23670082967301123,2
435000.0,4,2.75,2230,9640,1.0,0,0,3,8,1320,910,47.7269,-122.325,2100,9600,2014,16,16,0,6.75,195.06726457399103,6.75,0.4080717488789238,0.23132780082987553,1
788000.0,5,2.25,2910,9454,1.0,0,1,3,8,1910,1000,47.5871,-122.173,2400,10690,2014,42,42,0,7.25,270.79037800687286,7.25,0.3436426116838488,0.3078062195895917,2
1795000.0,5,3.25,5270,17232,2.0,0,1,3,10,4010,1260,47.5536,-122.228,3550,13917,2014,37,11,1,8.25,340.607210626186,4.125,0.23908918406072105,0.3058263695450325,1
408000.0,5,3.25,2820,6589,1.5,0,0,3,7,2320,500,47.5357,-122.273,1560,5647,2014,108,0,1,8.25,144.68085106382978,5.5,0.1773049645390071,0.4279860373349522,1
570000.0,2,1.0,1790,3760,1.5,0,0,4,8,1490,300,47.5926,-122.293,1458,3760,2014,102,102,0,3.0,318.43575418994413,2.0,0.16759776536312848,0.47606382978723405,1
1540000.0,5,3.25,2920,6960,2.0,0,1,3,9,2120,800,47.6712,-122.272,2470,6735,2015,62,7,1,8.25,527.3972602739726,4.125,0.273972602739726,0.41954022988505746,1
400000.0,2,1.0,840,5510,1.0,0,0,3,7,840,0,47.5247,-122.391,1630,5510,2014,59,59,0,3.0,476.1904761904762,3.0,0.0,0.15245009074410162,1
247000.0,3,1.75,1820,8740,1.0,0,0,4,8,1820,0,47.3074,-122.385,2210,8320,2014,27,27,0,4.75,135.71428571428572,4.75,0.0,0.20823798627002288,0
453000.0,3,1.75,1550,7200,1.0,0,0,3,7,1100,450,47.7071,-122.314,1560,7440,2015,66,66,0,4.75,292.258064516129,4.75,0.2903225806451613,0.2152777777777778,1
235000.0,2,1.0,1270,3008,1.0,0,0,4,6,650,620,47.5351,-122.279,1270,1514,2014,91,91,0,3.0,185.03937007874015,3.0,0.4881889763779528,0.42220744680851063,1
675000.0,4,1.75,2460,5750,1.5,0,3,5,7,1620,840,47.5601,-122.378,1760,4830,2015,96,96,0,5.75,274.390243902439,3.8333333333333335,0.34146341463414637,0.42782608695652175,1
516200.0,3,2.0,2110,5150,1.0,0,0,5,6,1080,1030,47.5521,-122.271,1170,5107,2014,95,95,0,5.0,244.64454976303318,5.0,0.4881516587677725,0.4097087378640777,1
650000.0,1,1.0,920,91476,1.5,0,0,3,6,920,0,47.448,-122.472,1746,91476,2014,18,12,1,2.0,706.5217391304348,1.3333333333333333,0.0,0.010057282784555512,1
257100.0,3,1.5,1500,10227,1.0,0,0,4,7,1000,500,47.2043,-121.996,1490,7670,2014,69,69,0,4.5,171.4,4.5,0.3333333333333333,0.14667057788207685,0
457000.0,2,2.0,1440,9985,1.0,0,0,3,8,1440,0,47.7217,-122.03,1510,4560,2015,9,9,0,4.0,317.3611111111111,4.0,0.0,0.1442163244867301,2
540000.0,3,1.75,1610,3478,1.5,0,0,4,7,1060,550,47.6774,-122.372,1610,3478,2014,85,85,0,4.75,335.40372670807454,3.1666666666666665,0.3416149068322981,0.4629097182288672,1
268000.0,3,1.75,1970,10270,1.0,0,0,4,8,1970,0,47.3619,-122.285,1970,8400,2014,48,48,0,4.75,136.04060913705584,4.75,0.0,0.19182083739045763,0
300000.0,3,1.0,1150,7314,1.0,0,0,3,7,1150,0,47.6246,-122.113,1350,7350,2014,54,54,0,4.0,260.8695652173913,4.0,0.0,0.15723270440251572,2
380000.0,2,2.5,2110,114127,1.0,0,0,4,8,1590,520,47.4137,-122.212,1960,11250,2014,39,39,0,4.5,180.09478672985782,4.5,0.24644549763033174,0.01848817545366127,0
725000.0,3,2.5,3580,54450,1.5,0,0,3,9,3580,0,47.4026,-122.033,3090,35943,2014,24,24,0,5.5,202.51396648044692,3.6666666666666665,0.0,0.06574839302112029,0
249000.0,3,1.0,1000,19204,1.0,0,0,3,7,1000,0,47.3167,-122.081,2450,25927,2014,46,4,1,4.0,249.0,4.0,0.0,0.05207248489897938,0
274000.0,5,1.0,1680,9383,1.0,0,0,3,7,1400,280,47.7523,-122.311,1680,9458,2014,85,85,0,6.0,163.0952380952381,6.0,0.16666666666666666,0.17904721304486837,1
1780000.0,4,3.25,3950,10912,2.0,0,0,3,10,3950,0,47.5877,-122.196,3000,10998,2015,12,12,0,7.25,450.63291139240505,3.625,0.0,0.3619868035190616,2
396500.0,3,1.75,2390,7149,1.0,0,0,3,8,1350,1040,47.7244,-122.326,1710,7402,2014,59,59,0,4.75,165.89958158995816,4.75,0.4351464435146444,0.33431249125751855,1
460000.0,2,1.5,1820,7800,1.0,0,0,4,7,1240,580,47.7513,-122.357,1400,7800,2014,58,58,0,3.5,252.74725274725276,3.5,0.31868131868131866,0.23333333333333334,1
277000.0,3,1.0,1100,8536,1.0,0,0,4,7,1100,0,47.5162,-122.261,1570,8040,2014,57,57,0,4.0,251.8181818181818,4.0,0.0,0.12886597938144329,0
449500.0,6,4.0,2280,5275,1.0,0,0,3,7,1270,1010,47.5556,-122.294,1760,6642,2014,16,16,0,10.0,197.14912280701753,10.0,0.44298245614035087,0.4322274881516588,1
785950.0,4,3.0,2530,4560,1.5,0,0,3,7,1540,990,47.6287,-122.3,1640,4560,2014,89,0,1,7.0,310.6521739130435,4.666666666666667,0.391304347826087,0.5548245614035088,1
545000.0,3,2.5,1940,9775,1.0,0,2,3,8,1440,500,47.7142,-122.222,2830,9775,2014,39,39,0,5.5,280.92783505154637,5.5,0.25773195876288657,0.19846547314578006,1
244000.0,3,2.0,1360,9688,1.0,0,0,4,7,1360,0,47.2574,-122.31,1390,9685,2014,31,31,0,5.0,179.41176470588235,5.0,0.0,0.14037985136251033,0
165000.0,3,2.5,1660,2415,2.0,0,0,3,7,1660,0,47.3763,-122.148,1740,2624,2014,31,31,0,5.5,99.39759036144578,2.75,0.0,0.6873706004140787,0
435000.0,2,1.0,800,5000,1.0,0,0,3,7,800,0,47.6751,-122.372,1410,5000,2014,108,108,0,3.0,543.75,3.0,0.0,0.16,1
642000.0,3,2.5,2670,10082,1.0,0,0,3,10,2670,0,47.6359,-122.045,2740,10854,2014,27,27,0,5.5,240.4494382022472,5.5,0.0,0.2648284070620909,2
340000.0,3,2.5,1720,4120,2.0,0,0,3,7,1720,0,47.4319,-122.328,1720,5544,2015,16,16,0,5.5,197.67441860465115,2.75,0.0,0.4174757281553398,0
730000.0,4,2.5,3550,35689,2.0,0,0,4,9,3550,0,47.7503,-122.074,3350,35711,2014,23,23,0,6.5,205.6338028169014,3.25,0.0,0.09947042506094315,2
563250.0,3,1.75,1370,2800,1.0,0,0,5,7,800,570,47.6157,-122.291,2270,3773,2015,33,33,0,4.75,411.13138686131384,4.75,0.41605839416058393,0.48928571428571427,1
675000.0,5,2.5,2820,67518,2.0,0,0,3,8,2820,0,47.5794,-122.025,2820,48351,2014,35,35,0,7.5,239.36170212765958,3.75,0.0,0.04176664000710922,2
620000.0,3,1.5,1620,6630,1.0,0,0,3,8,1280,340,47.6948,-122.394,1880,5100,2014,60,60,0,4.5,382.71604938271605,4.5,0.20987654320987653,0.24434389140271492,1
275000.0,2,2.0,1290,9041,1.0,0,0,3,7,950,340,47.5346,-122.291,1290,5000,2014,58,58,0,4.0,213.1782945736434,4.0,0.26356589147286824,0.14268333148987944,1
270000.0,3,1.0,1830,8209,1.0,0,0,3,7,1830,0,47.7439,-122.228,2150,12000,2014,72,72,0,4.0,147.54098360655738,4.0,0.0,0.2229260567669631,1
325000.0,4,2.5,2040,5472,2.0,0,0,3,8,2040,0,47.3337,-122.189,2420,5782,2015,12,12,0,6.5,159.31372549019608,3.25,0.0,0.37280701754385964,0
476100.0,4,2.5,1850,1836,2.0,0,0,3,7,1600,250,47.5529,-121.996,1770,2236,2014,9,9,0,6.5,257.35135135135135,3.25,0.13513513513513514,1.0076252723311547,2
700000.0,2,1.0,1300,12000,1.0,0,0,4,8,1300,0,47.6366,-122.229,2420,15000,2014,55,55,0,3.0,538.4615384615385,3.0,0.0,0.10833333333333334,1
220000.0,4,2.0,1620,5200,1.5,0,0,4,7,1620,0,47.3629,-122.091,1500,5200,2014,36,36,0,6.0,135.80246913580248,4.0,0.0,0.31153846153846154,0
236000.0,3,1.75,1560,10919,1.0,0,0,3,7,1560,0,47.2917,-122.366,1730,10919,2014,39,39,0,4.75,151.28205128205127,4.75,0.0,0.1428702262111915,0
790000.0,3,2.5,2600,4750,1.0,0,0,4,9,1700,900,47.6833,-122.4,2380,4750,2014,63,63,0,5.5,303.84615384615387,5.5,0.34615384615384615,0.5473684210526316,1
350000.0,3,1.0,2010,6000,1.0,0,0,3,7,1210,800,47.5515,-122.298,2460,6000,2014,47,47,0,4.0,174.12935323383084,4.0,0.39800995024875624,0.335,1
130000.0,2,1.0,780,5300,1.0,0,0,3,6,780,0,47.513,-122.354,780,5300,2015,74,74,0,3.0,166.66666666666666,3.0,0.0,0.1471698113207547,1
283200.0,4,2.5,1982,6406,2.0,0,0,3,8,1982,0,47.3636,-122.192,2340,6501,2014,10,10,0,6.5,142.8859737638749,3.25,0.0,0.30939743990009366,0
273000.0,3,1.0,1500,6250,1.0,0,0,3,6,890,610,47.5365,-122.368,1210,6250,2014,69,69,0,4.0,182.0,4.0,0.4066666666666667,0.24,1
599000.0,5,2.25,2460,8710,1.0,0,0,4,8,1330,1130,47.6651,-122.15,2460,8870,2014,38,38,0,7.25,243.4959349593496,7.25,0.45934959349593496,0.28243398392652125,2
460000.0,4,2.5,2680,11998,1.0,0,3,3,8,1510,1170,47.337,-122.321,2680,12746,2015,55,55,0,6.5,171.6417910447761,6.5,0.43656716417910446,0.22337056176029338,0
1157200.0,4,4.25,5860,52889,2.0,0,0,4,10,4910,950,47.7245,-122.095,3320,39066,2014,18,18,0,8.25,197.47440273037543,4.125,0.1621160409556314,0.11079808655864168,2
385000.0,4,1.75,1720,8750,1.0,0,0,3,7,860,860,47.726,-122.21,1790,8750,2014,43,43,0,5.75,223.8372093023256,5.75,0.5,0.19657142857142856,1
264250.0,3,1.0,1420,7420,1.5,0,0,3,6,1420,0,47.4949,-122.239,1290,6600,2014,70,70,0,4.0,186.09154929577466,2.6666666666666665,0.0,0.19137466307277629,0
608000.0,3,2.5,1760,1472,3.0,0,0,3,8,1640,120,47.6473,-122.374,1760,5400,2014,8,8,0,5.5,345.45454545454544,1.8333333333333333,0.06818181818181818,1.1956521739130435,1
450000.0,3,2.5,2790,48994,2.0,0,0,4,9,2790,0,47.3487,-122.088,2550,37834,2014,30,30,0,5.5,161.29032258064515,2.75,0.0,0.05694574845899498,0
1755000.0,3,2.0,2360,4800,2.0,0,0,3,9,2360,0,47.6317,-122.312,2260,4800,2014,105,0,1,5.0,743.6440677966102,2.5,0.0,0.49166666666666664,1
339950.0,5,2.0,1890,6050,2.0,0,0,4,7,1890,0,47.5018,-122.242,1170,6050,2014,70,70,0,7.0,179.86772486772486,3.5,0.0,0.31239669421487604,0
760000.0,6,3.75,3810,6150,2.0,0,0,4,8,3810,0,47.694,-122.34,1830,5125,2015,38,38,0,9.75,199.4750656167979,4.875,0.0,0.6195121951219512,1
350000.0,2,1.0,1160,5395,1.0,0,0,3,7,860,300,47.7007,-122.354,1664,5363,2015,75,75,0,3.0,301.7241379310345,3.0,0.25862068965517243,0.21501390176088972,1
541500.0,3,1.75,2320,55847,1.0,0,2,4,8,2320,0,47.3121,-122.253,2400,26112,2015,55,55,0,4.75,233.4051724137931,4.75,0.0,0.041542070299210344,0
730000.0,6,2.75,3280,16449,1.0,0,0,4,7,1910,1370,47.5914,-122.134,2550,9532,2015,52,52,0,8.75,222.5609756097561,8.75,0.4176829268292683,0.19940421910146514,2
215000.0,3,1.0,980,5600,1.0,0,0,2,6,980,0,47.5308,-122.361,1840,5302,2015,66,66,0,4.0,219.3877551020408,4.0,0.0,0.175,1
420000.0,3,2.0,1640,9972,1.0,0,0,4,7,1640,0,47.5812,-122.002,1680,10165,2014,37,37,0,5.0,256.0975609756098,5.0,0.0,0.16446048937023666,2
655000.0,4,2.25,2060,8470,1.0,0,0,3,8,1440,620,47.5605,-122.124,2180,8978,2014,31,31,0,6.25,317.9611650485437,6.25,0.30097087378640774,0.24321133412042503,2
240000.0,3,2.5,1500,10652,2.0,0,0,4,7,1500,0,47.4015,-122.176,1610,7417,2015,34,34,0,5.5,160.0,2.75,0.0,0.14081862561021405,0
730000.0,4,2.0,2360,6000,1.0,0,0,5,7,1260,1100,47.6534,-122.41,1720,6000,2014,75,75,0,6.0,309.3220338983051,6.0,0.4661016949152542,0.3933333333333333,1
390000.0,4,1.5,1940,12100,1.0,0,0,3,7,1940,0,47.6892,-122.164,1380,12100,2014,52,52,0,5.5,201.03092783505156,5.5,0.0,0.16033057851239668,2
473000.0,3,1.0,1280,10000,1.0,0,0,4,7,1280,0,47.5716,-122.139,1240,10000,2014,60,60,0,4.0,369.53125,4.0,0.0,0.128,2
698000.0,4,3.5,3630,5670,2.0,0,0,3,10,3630,0,47.5189,-122.206,1620,5400,2015,45,7,1,7.5,192.28650137741047,3.75,0.0,0.6402116402116402,0
511000.0,3,2.5,1820,4883,2.0,0,0,3,9,1820,0,47.7355,-122.224,2720,5002,2014,9,9,0,5.5,280.7692307692308,2.75,0.0,0.37272168748720047,1
358000.0,2,1.5,960,1808,2.0,0,0,3,7,960,0,47.6183,-122.298,1290,1668,2014,21,21,0,3.5,372.9166666666667,1.75,0.0,0.5309734513274337,1
499990.0,3,1.75,1630,8400,1.0,0,0,4,7,1060,570,47.5983,-122.149,1630,7245,2015,60,60,0,4.75,306.74233128834356,4.75,0.3496932515337423,0.19404761904761905,2
322000.0,4,2.25,1940,10200,1.0,0,0,3,7,1360,580,47.4253,-122.283,1940,10200,2015,55,55,0,6.25,165.97938144329896,6.25,0.29896907216494845,0.19019607843137254,0
201000.0,3,1.0,980,9682,1.0,0,0,3,7,980,0,47.4136,-122.207,1580,9682,2014,45,45,0,4.0,205.10204081632654,4.0,0.0,0.10121875645527784,0
765000.0,4,2.5,3140,16200,1.0,0,1,3,9,2570,570,47.4363,-122.342,2530,13200,2014,26,26,0,6.5,243.63057324840764,6.5,0.18152866242038215,0.19382716049382717,0
920000.0,4,2.75,2880,5750,1.5,0,0,5,9,1710,1170,47.5874,-122.387,1640,5750,2014,86,86,0,6.75,319.44444444444446,4.5,0.40625,0.5008695652173913,1
360000.0,4,2.0,1650,7552,1.0,0,0,4,7,860,790,47.7765,-122.324,1410,7199,2015,38,38,0,6.0,218.1818181818182,6.0,0.47878787878787876,0.2184851694915254,1
297300.0,3,1.75,1980,9220,2.0,0,0,3,8,1980,0,47.2602,-122.219,2080,8305,2015,28,28,0,4.75,150.15151515151516,2.375,0.0,0.21475054229934923,0
399000.0,3,1.0,860,9403,1.0,0,0,4,6,860,0,47.6815,-122.173,2136,13009,2014,72,24,1,4.0,463.95348837209303,4.0,0.0,0.09146017228544082,2
400000.0,3,1.0,1430,10005,1.5,0,0,4,7,1430,0,47.7181,-122.338,1720,8822,2014,64,64,0,4.0,279.72027972027973,2.6666666666666665,0.0,0.14292853573213393,1
230000.0,3,1.75,1260,10164,1.0,0,0,4,6,1260,0,47.4752,-122.133,1190,10640,2014,50,50,0,4.75,182.53968253968253,4.75,0.0,0.12396694214876033,0
290000.0,3,1.0,960,4560,1.0,0,0,4,7,960,0,47.5539,-122.365,970,4800,2015,47,47,0,4.0,302.0833333333333,4.0,0.0,0.21052631578947367,1
323800.0,3,2.5,2060,7658,2.0,0,0,3,8,2060,0,47.2923,-122.36,2250,7299,2015,12,12,0,5.5,157.18446601941747,2.75,0.0,0.268999738835205,0
574500.0,4,1.5,1430,6380,1.5,0,0,4,9,1430,0,47.7014,-122.313,1220,5112,2014,84,84,0,5.5,401.74825174825173,3.6666666666666665,0.0,0.22413793103448276,1
505000.0,3,2.25,1670,1596,2.0,0,0,3,8,1220,450,47.6474,-122.396,1670,1596,2014,12,12,0,5.25,302.3952095808383,2.625,0.2694610778443114,1.0463659147869675,1
372500.0,2,1.0,880,10950,1.0,0,0,4,7,880,0,47.7332,-122.352,1450,7560,2015,71,71,0,3.0,423.29545454545456,3.0,0.0,0.08036529680365297,1
425000.0,3,1.5,1300,19163,1.0,0,0,3,7,1300,0,47.6686,-122.153,1590,9744,2014,50,50,0,4.5,326.9230769230769,4.5,0.0,0.06783906486458278,2
446250.0,3,2.5,2380,214315,1.5,0,0,3,9,2380,0,47.4525,-121.748,2400,68824,2015,15,15,0,5.5,187.5,3.6666666666666665,0.0,0.01110514896297506,2
330000.0,2,0.75,520,6862,1.0,0,0,4,4,520,0,47.326,-122.037,1170,8756,2014,90,34,1,2.75,634.6153846153846,2.75,0.0,0.07577965607694549,0
608095.0,3,2.5,2680,17707,2.0,0,1,3,9,2680,0,47.7031,-122.224,2840,21743,2015,32,32,0,5.5,226.90111940298507,2.75,0.0,0.1513525724289829,1
550000.0,3,2.5,2140,10136,1.0,0,0,3,8,1320,820,47.5602,-122.184,1980,11200,2015,57,57,0,5.5,257.0093457943925,5.5,0.38317757009345793,0.2111286503551697,2
265000.0,4,2.5,1820,16103,2.0,0,0,3,7,1820,0,47.3553,-122.196,2120,21277,2014,10,10,0,6.5,145.6043956043956,3.25,0.0,0.11302241818294728,0
399888.0,4,2.25,1820,8255,1.5,0,0,4,7,1320,500,47.723,-122.337,1550,7628,2014,84,84,0,6.25,219.71868131868132,4.166666666666667,0.27472527472527475,0.2204724409448819,1
430000.0,2,1.0,1050,2570,1.0,0,0,5,7,850,200,47.6764,-122.366,1080,2800,2014,87,87,0,3.0,409.5238095238095,3.0,0.19047619047619047,0.4085603112840467,1
554990.0,3,2.5,2100,6092,2.0,0,0,3,8,2100,0,47.7508,-122.239,2250,8592,2015,2,2,0,5.5,264.2809523809524,2.75,0.0,0.3447143795141169,1
359950.0,3,2.5,2210,6280,2.0,0,0,3,8,2210,0,47.35,-122.043,2250,5972,2014,11,11,0,5.5,162.8733031674208,2.75,0.0,0.3519108280254777,0
405000.0,2,1.0,860,2599,1.0,0,0,4,6,860,0,47.675,-122.379,1300,3900,2014,113,113,0,3.0,470.93023255813955,3.0,0.0,0.3308964986533282,1
280000.0,2,1.0,870,4025,1.0,0,0,3,7,870,0,47.7243,-122.161,1370,3488,2015,34,34,0,3.0,321.8390804597701,3.0,0.0,0.21614906832298136,2
479950.0,4,2.25,2570,11070,2.0,0,0,4,8,2570,0,47.4507,-122.152,2210,9600,2015,49,49,0,6.25,186.75097276264592,3.125,0.0,0.23215898825654924,0
575000.0,5,1.75,2980,53578,1.0,0,0,4,9,2230,750,47.4908,-122.059,2860,75546,2014,38,38,0,6.75,192.95302013422818,6.75,0.2516778523489933,0.05561984396580686,2
392000.0,4,2.25,2360,7733,2.0,0,0,3,8,2360,0,47.4403,-122.137,2160,7733,2015,32,32,0,6.25,166.10169491525423,3.125,0.0,0.30518556834346305,0
760500.0,4,2.25,2310,36136,2.0,0,0,4,9,2310,0,47.7506,-122.122,3930,36136,2015,38,38,0,6.25,329.2207792207792,3.125,0.0,0.06392517157405357,2
435000.0,3,2.5,2300,9521,2.0,0,0,3,8,2300,0,47.7447,-121.976,3020,10042,2014,11,11,0,5.5,189.1304347826087,2.75,0.0,0.24157126352273922,2
1565000.0,4,2.75,2810,8570,2.0,0,0,3,10,2810,0,47.6159,-122.211,2810,9621,2014,21,21,0,6.75,556.9395017793594,3.375,0.0,0.3278879813302217,1
261000.0,4,1.5,2040,10488,1.0,0,0,3,7,1190,850,47.4557,-122.269,1960,10488,2014,53,53,0,5.5,127.94117647058823,5.5,0.4166666666666667,0.1945080091533181,0
1482500.0,3,2.25,3290,5000,2.0,0,0,3,9,2730,560,47.6582,-122.28,2340,4000,2015,76,76,0,5.25,450.60790273556233,2.625,0.1702127659574468,0.658,1
853800.0,7,4.0,2960,2665,2.0,0,0,3,9,1950,1010,47.5835,-122.313,1970,4410,2015,88,2,1,11.0,288.44594594594594,5.5,0.34121621621621623,1.1106941838649156,1
657500.0,3,2.5,2670,10496,2.0,0,0,3,9,2670,0,47.6272,-122.026,2490,8636,2014,25,25,0,5.5,246.2546816479401,2.75,0.0,0.2543826219512195,2
331950.0,4,2.5,2530,9933,2.0,0,2,3,8,2010,520,47.2654,-122.216,2140,9933,2014,24,24,0,6.5,131.20553359683794,3.25,0.20553359683794467,0.2547065337763012,0
514000.0,3,1.75,1720,5899,1.0,0,1,3,8,1220,500,47.5399,-122.385,1900,6244,2014,28,28,0,4.75,298.83720930232556,4.75,0.29069767441860467,0.29157484319376165,1
496000.0,3,3.5,3090,27598,2.0,0,2,4,9,2020,1070,47.3541,-122.453,2180,17085,2014,19,19,0,6.5,160.5177993527508,3.25,0.34627831715210355,0.11196463511848685,0
1093000.0,4,2.5,3930,21894,2.0,0,0,3,11,3930,0,47.7209,-122.128,3930,20000,2015,28,28,0,6.5,278.117048346056,3.25,0.0,0.17950123321457934,2
195700.0,3,1.0,1120,5200,1.0,0,0,5,7,1120,0,47.3638,-122.088,1690,5200,2014,38,38,0,4.0,174.73214285714286,4.0,0.0,0.2153846153846154,0
1395710.0,4,2.25,3960,8640,2.0,0,2,3,9,2630,1330,47.6317,-122.304,3850,8640,2014,89,89,0,6.25,352.4520202020202,3.125,0.33585858585858586,0.4583333333333333,1
1175000.0,4,3.25,4060,20822,2.0,0,0,3,10,4060,0,47.7213,-122.055,4170,23958,2014,23,23,0,7.25,289.4088669950739,3.625,0.0,0.19498607242339833,2
643403.0,3,2.5,2350,9648,1.0,0,0,4,9,2350,0,47.6156,-122.108,2320,10512,2014,48,48,0,5.5,273.78851063829785,5.5,0.0,0.24357379767827528,2
357000.0,4,2.5,2380,7066,2.0,0,0,4,7,2380,0,47.3982,-122.172,2310,8127,2014,17,17,0,6.5,150.0,3.25,0.0,0.33682422870082085,0
865000.0,3,1.75,1480,8163,1.0,0,0,3,7,1040,440,47.638,-122.206,2170,11124,2015,62,62,0,4.75,584.4594594594595,4.75,0.2972972972972973,0.18130589244150436,1
905000.0,3,2.5,2930,9280,2.0,0,0,4,10,2930,0,47.6335,-122.151,2730,10090,2014,26,26,0,5.5,308.8737201365188,2.75,0.0,0.31573275862068967,2
265000.0,3,1.5,1290,7100,1.0,0,0,3,6,1290,0,47.4227,-122.332,1300,7183,2014,60,60,0,4.5,205.42635658914728,4.5,0.0,0.18169014084507043,0
535000.0,2,2.5,2730,7246,2.0,0,0,3,9,2730,0,47.512,-122.175,3220,7214,2014,16,16,0,4.5,195.97069597069597,2.25,0.0,0.37675959149875793,0
450000.0,3,1.0,1290,5440,1.0,0,0,4,6,790,500,47.6951,-122.367,1220,5464,2014,85,85,0,4.0,348.83720930232556,4.0,0.3875968992248062,0.23713235294117646,1
460500.0,4,2.5,2170,7533,2.0,0,0,3,8,2170,0,47.5057,-122.149,2170,8728,2015,24,24,0,6.5,212.21198156682027,3.25,0.0,0.2880658436213992,0
315000.0,4,1.75,1850,8580,1.0,0,0,3,7,1140,710,47.4877,-122.24,2210,9240,2014,54,54,0,5.75,170.27027027027026,5.75,0.3837837837837838,0.21561771561771562,0
607500.0,4,2.5,2110,13939,1.0,0,0,3,8,1270,840,47.6431,-122.113,2140,8882,2015,37,37,0,6.5,287.91469194312793,6.5,0.3981042654028436,0.15137384317382882,2
432000.0,2,1.0,960,3235,1.0,0,0,4,7,960,0,47.661,-122.344,1290,2069,2015,99,99,0,3.0,450.0,3.0,0.0,0.29675425038639874,1
1695000.0,3,4.0,3910,5350,2.0,0,2,5,10,2610,1300,47.6393,-122.408,2890,5350,2015,82,82,0,7.0,433.50383631713555,3.5,0.33248081841432225,0.7308411214953271,1
